,id,gen,avg
0,subject2,0,-0.3333333333333333
1,subject2,1,-1.0
2,subject2,2,1.6666666666666667
3,subject2,3,2.0
4,subject2,4,3.6666666666666665
5,subject2,5,4.0
6,subject2,6,3.3333333333333335
7,subject2,7,2.6666666666666665
8,subject2,8,2.3333333333333335
