,id,gen,avg
0,subject5,0,-1.6666666666666667
1,subject5,1,0.3333333333333333
2,subject5,2,1.3333333333333333
3,subject5,3,2.0
4,subject5,4,0.6666666666666666
5,subject5,5,1.0
6,subject5,6,0.0
7,subject5,7,0.0
8,subject5,8,0.0
