,id,gen,avg
0,subject4,0,-3.3333333333333335
1,subject4,1,-5.0
2,subject4,2,-3.6666666666666665
3,subject4,3,-3.3333333333333335
4,subject4,4,-3.6666666666666665
5,subject4,5,-2.0
6,subject4,6,-1.6666666666666667
7,subject4,7,-2.0
8,subject4,8,-2.3333333333333335
