,id,gen,avg
0,subject7,0,0.6666666666666666
1,subject7,1,-1.0
2,subject7,2,-0.6666666666666666
3,subject7,3,-0.6666666666666666
4,subject7,4,-0.6666666666666666
5,subject7,5,-0.3333333333333333
6,subject7,6,0.0
7,subject7,7,1.3333333333333333
8,subject7,8,2.0
