,id,gen,avg
0,subject8,0,-1.0
1,subject8,1,-1.0
2,subject8,2,0.0
3,subject8,3,0.3333333333333333
4,subject8,4,-0.3333333333333333
5,subject8,5,-0.6666666666666666
6,subject8,6,1.0
7,subject8,7,2.3333333333333335
8,subject8,8,2.3333333333333335
