,id,gen,avg
0,subject6,0,-1.6666666666666667
1,subject6,1,-0.3333333333333333
2,subject6,2,-2.3333333333333335
3,subject6,3,-0.6666666666666666
4,subject6,4,-0.6666666666666666
5,subject6,5,-1.6666666666666667
6,subject6,6,-2.3333333333333335
7,subject6,7,-1.0
8,subject6,8,-1.6666666666666667
