,rat_id,subject_id,generation,genes,fitness_score
0,2c7a4501-984e-49eb-bc44-b04115cc2bf5,subject6,1,"['MP:0000091', 'MP:0000088', 'MP:0000085', 'MP:0000088', 'MP:0001191', 'MP:0000097', 'MP:0000923', 'MP:0000088', 'MP:0000085', 'MP:0000085']",0
1,921dd07b-c1cf-4c09-ac58-b54b7c642201,subject6,1,"['MP:0000085', 'MP:0000085', 'MP:0000088', 'MP:0000085', 'MP:0000923', 'MP:0001191', 'MP:0000091', 'MP:0000088', 'MP:0002276', 'MP:0000085']",-2
2,d37724a1-8c0e-4a79-93a6-b3f19739deba,subject6,1,"['MP:0000097', 'MP:0000088', 'MP:0000088', 'MP:0000091', 'MP:0000085', 'MP:0000088', 'MP:0000085', 'MP:0000085', 'MP:0000088', 'MP:0000085']",0
3,4766a687-10b7-41ab-89fd-404dca35e895,subject6,2,"['MP:0000085', 'MP:0000085', 'MP:0000085', 'MP:0001191', 'MP:0002276', 'MP:0000085', 'MP:0000085', 'MP:0000085', 'MP:0000085', 'MP:0000091']",-1
4,440ac3f8-757e-418c-8f4e-df44b136046f,subject6,2,"['MP:0002276', 'MP:0000085', 'MP:0002276', 'MP:0000085', 'MP:0001191', 'MP:0000088', 'MP:0000097', 'MP:0000085', 'MP:0000085', 'MP:0000085']",-3
5,7ec99d6c-6458-466d-bcf1-31ceb762d6f8,subject6,2,"['MP:0000097', 'MP:0000091', 'MP:0000088', 'MP:0000091', 'MP:0000085', 'MP:0000091', 'MP:0000085', 'MP:0000085', 'MP:0000091', 'MP:0002276']",-2
6,e38ba34f-ba81-4646-8ae3-dd1c15b71306,subject6,3,"['MP:0000085', 'MP:0000091', 'MP:0000091', 'MP:0000097', 'MP:0000091', 'MP:0000091', 'MP:0000088', 'MP:0000085', 'MP:0000088', 'MP:0000088']",0
7,88001af3-3131-4552-8299-8270d0343ed6,subject6,3,"['MP:0000091', 'MP:0000091', 'MP:0000088', 'MP:0000085', 'MP:0000085', 'MP:0000091', 'MP:0000091', 'MP:0000097', 'MP:0000097', 'MP:0000085']",0
8,eda244b9-d52a-42e5-859c-ab50c1f78dae,subject6,3,"['MP:0000088', 'MP:0000085', 'MP:0000085', 'MP:0000088', 'MP:0000085', 'MP:0000085', 'MP:0000088', 'MP:0000085', 'MP:0000085', 'MP:0000088']",0
9,84512dfd-7659-478c-b342-1d9d450d4c0a,subject6,4,"['MP:0000085', 'MP:0000088', 'MP:0000085', 'MP:0000085', 'MP:0000085', 'MP:0000088', 'MP:0000088', 'MP:0000085', 'MP:0000085', 'MP:0000085']",0
10,1e0ae58f-b697-45bd-aef7-7d962fa6e363,subject6,4,"['MP:0000085', 'MP:0000088', 'MP:0000088', 'MP:0000085', 'MP:0000085', 'MP:0000097', 'MP:0000091', 'MP:0000091', 'MP:0000088', 'MP:0000088']",0
11,41dc9f28-2b40-44e5-90d6-ccd353bb08eb,subject6,4,"['MP:0000085', 'MP:0000097', 'MP:0000085', 'MP:0000088', 'MP:0000088', 'MP:0000088', 'MP:0000088', 'MP:0000085', 'MP:0000088', 'MP:0000097']",0
12,6eaf370c-ecd6-4de4-9dec-3c59369e9a69,subject6,5,"['MP:0000088', 'MP:0000085', 'MP:0000085', 'MP:0000088', 'MP:0000097', 'MP:0000091', 'MP:0000091', 'MP:0000088', 'MP:0000088', 'MP:0000088']",0
13,aaf8dae4-4130-44f9-9fff-ac2efebc5540,subject6,5,"['MP:0000085', 'MP:0000085', 'MP:0000097', 'MP:0000085', 'MP:0000097', 'MP:0000088', 'MP:0000097', 'MP:0000091', 'MP:0000088', 'MP:0000088']",0
14,9f4a180f-f37e-4efe-970c-02d9b60f6871,subject6,5,"['MP:0000091', 'MP:0000085', 'MP:0000091', 'MP:0000088', 'MP:0000091', 'MP:0000085', 'MP:0000088', 'MP:0000085', 'MP:0000088', 'MP:0000088']",0
15,12bd02e0-786f-47f7-b557-daacb3328bce,subject6,6,"['MP:0000085', 'MP:0000088', 'MP:0000088', 'MP:0000097', 'MP:0000097', 'MP:0000085', 'MP:0000088', 'MP:0000085', 'MP:0000088', 'MP:0000085']",0
16,e3e4cee4-07f6-4cb9-80d0-5fc3064434ee,subject6,6,"['MP:0000085', 'MP:0000088', 'MP:0000088', 'MP:0000085', 'MP:0000091', 'MP:0000088', 'MP:0000097', 'MP:0000085', 'MP:0000085', 'MP:0000085']",0
17,301a6801-eae2-42d1-b675-3897e789c973,subject6,6,"['MP:0000088', 'MP:0000097', 'MP:0000085', 'MP:0000088', 'MP:0000088', 'MP:0000088', 'MP:0000085', 'MP:0000097', 'MP:0000085', 'MP:0000091']",0
18,a204b748-347f-4a5b-a4f2-894b63a6a42b,subject6,7,"['MP:0000088', 'MP:0000085', 'MP:0000088', 'MP:0000085', 'MP:0000085', 'MP:0000097', 'MP:0000088', 'MP:0000088', 'MP:0000085', 'MP:0000088']",0
19,2ca7f7aa-d699-4dd5-b035-a5cc3ed51292,subject6,7,"['MP:0000085', 'MP:0000097', 'MP:0000085', 'MP:0000091', 'MP:0000097', 'MP:0000088', 'MP:0000085', 'MP:0000085', 'MP:0000088', 'MP:0000088']",0
20,f64eb00a-f017-486d-a1fd-59325f68a469,subject6,7,"['MP:0000088', 'MP:0000088', 'MP:0000088', 'MP:0000088', 'MP:0000085', 'MP:0000085', 'MP:0000085', 'MP:0000091', 'MP:0000085', 'MP:0000097']",0
21,a6482c35-5419-47e8-ba5d-1043b49e6039,subject6,8,"['MP:0000085', 'MP:0000088', 'MP:0000085', 'MP:0000088', 'MP:0000085', 'MP:0000091', 'MP:0000088', 'MP:0000085', 'MP:0000085', 'MP:0000097']",0
22,19b5ca07-5604-4b65-831f-b648760c1e91,subject6,8,"['MP:0000097', 'MP:0000085', 'MP:0000097', 'MP:0000085', 'MP:0000088', 'MP:0000085', 'MP:0000085', 'MP:0000088', 'MP:0000085', 'MP:0000085']",0
23,77ff9102-0605-4e50-b9a5-85feebc87e04,subject6,8,"['MP:0000085', 'MP:0000085', 'MP:0000085', 'MP:0000088', 'MP:0000097', 'MP:0000085', 'MP:0000085', 'MP:0000085', 'MP:0000085', 'MP:0000085']",0
24,27000950-5889-4711-a06d-89c6774af02f,subject6,9,"['MP:0000097', 'MP:0000088', 'MP:0000091', 'MP:0000085', 'MP:0000085', 'MP:0000085', 'MP:0000088', 'MP:0000085', 'MP:0000085', 'MP:0000091']",0
25,c627663e-5f58-4fa9-89c2-7bacc8a8a400,subject6,9,"['MP:0000085', 'MP:0000085', 'MP:0000088', 'MP:0000085', 'MP:0000088', 'MP:0000088', 'MP:0000085', 'MP:0000088', 'MP:0000088', 'MP:0000088']",0
26,d0454515-72bf-4ab6-8024-55bc66ef0580,subject6,9,"['MP:0000085', 'MP:0000085', 'MP:0000085', 'MP:0000085', 'MP:0000085', 'MP:0000088', 'MP:0000091', 'MP:0000088', 'MP:0000088', 'MP:0000085']",0
