,rat_id,subject_id,generation,genes,fitness_score
0,76e122d7-eb4f-4400-a855-19925f4a24d7,subject4,1,"['MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000097', 'MP:0001191', 'MP:0000085', 'MP:0002638', 'MP:0000085', 'MP:0000091']",1
1,aefe97bb-7082-45c2-864e-94cb02f208ac,subject4,1,"['MP:0002276', 'MP:0000091', 'MP:0002276', 'MP:0000085', 'MP:0000085', 'MP:0000085', 'MP:0000091', 'MP:0000085', 'MP:0000085', 'MP:0000085']",-4
2,b21c9fa4-a2de-4687-82a0-5e5d4cf45436,subject4,1,"['MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0002638', 'MP:0000085', 'MP:0000085', 'MP:0001191', 'MP:0000091', 'MP:0000376']",1
3,e1612114-98d9-4100-8dee-2394b3d57fd1,subject4,2,"['MP:0000085', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0002276', 'MP:0000085', 'MP:0000091', 'MP:0002276', 'MP:0000091']",-4
4,4209698a-e3bd-4b88-9532-17279e405e58,subject4,2,"['MP:0000376', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000085', 'MP:0000097', 'MP:0000091', 'MP:0000091', 'MP:0002638', 'MP:0000085']",0
5,d4658800-4a9e-4631-a038-63ec7c076647,subject4,2,"['MP:0000091', 'MP:0002638', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000376', 'MP:0000376', 'MP:0000091', 'MP:0000085']",0
6,84f1be2b-7213-4a87-a0d0-0b5b804f1d36,subject4,3,"['MP:0000091', 'MP:0002638', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000085', 'MP:0000376', 'MP:0000091', 'MP:0002638']",0
7,a1435d10-3d7f-4c51-990c-259cf6195f43,subject4,3,"['MP:0000085', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0002276', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091']",-2
8,81ab2b8d-dfff-449f-9b12-0181f6581b63,subject4,3,"['MP:0000091', 'MP:0000376', 'MP:0000376', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000376']",0
9,89a5ca30-2d1a-45c0-8a78-c2bc01ae6e6a,subject4,4,"['MP:0002276', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0002638', 'MP:0002638', 'MP:0000091', 'MP:0000091', 'MP:0000091']",-2
10,dd77b902-bd37-4748-8141-22dbff149334,subject4,4,"['MP:0000091', 'MP:0000091', 'MP:0002638', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0002276', 'MP:0000091']",-2
11,75fc0ad0-6e90-4575-9a0e-08633da2d398,subject4,4,"['MP:0000091', 'MP:0000091', 'MP:0002638', 'MP:0000376', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091']",0
12,f8d7a3b4-1b40-4307-af18-3c5019789810,subject4,5,"['MP:0002638', 'MP:0000091', 'MP:0000376', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0002638', 'MP:0000091', 'MP:0000091', 'MP:0000091']",0
13,bd19e0cb-e4f9-45de-b006-79a9ad0fe2a4,subject4,5,"['MP:0000091', 'MP:0000091', 'MP:0002638', 'MP:0002276', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0002638', 'MP:0000091', 'MP:0000091']",-2
14,cbaa3b63-d71f-4952-bf44-32094377f4d8,subject4,5,"['MP:0000091', 'MP:0000091', 'MP:0000376', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091']",0
15,0a86364b-74a1-4a77-8337-f50a47cb7289,subject4,6,"['MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000376', 'MP:0000091', 'MP:0000091', 'MP:0000376', 'MP:0000091']",0
16,14bf179c-cbe7-4ae3-9b72-5801d3488d7b,subject4,6,"['MP:0000091', 'MP:0002276', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0000091', 'MP:0002638']",-2
